,0
C_15509_262.6301mz_14.90min_81346_,0.023566040525834095
C_37132_387.0894mz_6.29min_88389_,0.021472101183570513
C_1354_319.5853mz_1.83min_52323_,0.021552961876995434
C_32501_131.0704mz_4.96min _3444_MEVALOLACTONE),0.02091204613245375
C_39909_351.6745mz_6.87min_90272_,0.021686920892450737
C_36354_205.1544mz_6.12min_29287_,0.02269326566049853
C_9999_187.5912mz_12.58min_38023_,0.02369453611077253
C_6909_355.7093mz_11.47min_79775_,0.022730331232855835
C_36327_161.1003mz_6.11min_58834_,0.022372192518048305
C_4946_329.7281mz_10.89min_79782_,0.023745144618236083
C_40194_246.1335mz_6.94min_30245_,0.02227749048571462
C_19388_195.1744mz_17.00min_31257_,0.023680770237949893
C_36300_100.0761mz_6.11min_1113_,0.019253863655541582
C_39643_202.1075mz_6.81min_56714_,0.0218912048782661
C_22199_337.0203mz_2.09min_14144_,0.02091513778618044
C_876_184.1077mz_1.68min_37724_,0.022840419781892586
C_12897_322.2072mz_13.73min_106016_,0.023945409661809372
C_41313_287.1603mz_7.17min_27577_,0.021019101300679525
C_48906_440.1995mz_9.10min_90295_,0.02131962747949947
C_49129_577.2841mz_9.16min_29321_,0.02277532934183352
C_40296_114.5310mz_6.96min_82402_,0.022117089282991293
C_795_140.5389mz_1.65min_98617_,0.021848767947347483
C_6061_409.2186mz_11.19min_89399_,0.02315154701568003
C_15129_274.2011mz_14.67min_106135_,0.022758097722215282
C_27964_245.1134mz_3.36min_79447_,0.021751749275274977
C_23562_244.0517mz_2.37min_38516_,0.01934968300203314
C_5703_329.7282mz_11.08min_79737_,0.022219488468501934
C_49121_278.1548mz_9.16min_13673_,0.02217174716070065
C_27243_125.0348mz_3.14min_94562_,0.018400858137569264
C_42400_405.1012mz_7.42min_52331_,0.017748372492561885
C_12981_321.2039mz_13.77min_32771_,0.023572975286819543
C_9863_167.0778mz_12.54min_34048_,0.02206637852225806
C_49705_433.7439mz_9.30min_25142_,-0.020745842293397928
C_51538_447.1754mz_9.78min_102784_,0.0218979912413671
C_15451_467.2609mz_14.87min_101596_,0.02251926888714339
C_23962_248.2045mz_2.44min_106869_,0.019794473816715733
C_42389_386.1277mz_7.42min_16996_,0.01716850022227428
C_36334_182.0791mz_6.11min_72038_,0.0210639157890488
C_48660_180.1019mz_9.03min_92562_,0.017583544261886172
C_40529_356.0407mz_7.00min_52345_,0.02064469192825514
C_48892_297.1284mz_9.10min_37792_,0.021113052313527978
C_35969_343.0787mz_5.96min_65932_,0.02104118254586783
C_22303_336.0135mz_2.11min_12112_,0.022528578675521337
C_49122_555.3027mz_9.16min_13745_,0.02212802119591694
C_16834_365.2683mz_15.51min_43177_,0.023876303496293095
C_32340_176.1281mz_4.91min_101921_,0.019932456627782133
C_38289_393.6668mz_6.53min_29854_,0.020707947526369442
C_8253_174.5777mz_11.93min_32736_,0.024225824420047982
C_39865_356.0406mz_6.86min_65401_,0.021043625756440785
C_40509_316.0483mz_7.00min_17054_,0.018483899110590278
C_16693_298.2011mz_15.44min_30026_,0.021390810731876493
C_51576_445.6716mz_9.80min_1987_,0.021285934395259037
C_2647_445.1992mz_10.19min_635_,0.0220420409796676
C_49776_454.6766mz_9.32min_43938_,0.022037542383211622
C_39334_356.0407mz_6.74min_65669_,0.020839479630045107
C_22302_170.0335mz_2.11min_9716_,0.0225490869097693
C_39286_316.0486mz_6.73min_64733_,0.019842961100624962
C_22507_293.2066mz_2.15min_105367_,0.023139594633308738
C_15590_365.2687mz_14.94min_98551_,0.02337265443365246
C_38316_412.6400mz_6.53min_91353_,0.021730584499262625
C_51595_446.1730mz_9.80min_64240_,0.021531766561349152
C_1265_331.1159mz_1.80min_74537_,0.0212819993843844
C_16361_237.1847mz_15.26min_18189_,0.02021286299454489
C_5774_330.2298mz_11.10min_96904_,0.022169034199150464
C_50964_431.6961mz_9.62min_75284_,0.022110176847784765
C_51633_399.2136mz_9.81min_88248_,0.021055259621145284
C_44972_307.7026mz_8.11min_26545_,-0.018571887433558355
C_24655_269.1128mz_2.65min_56608_,0.02188664423240843
C_14261_296.1852mz_14.27min_87574_,0.021951985650428316
C_1439_150.0328mz_1.85min_101672_,0.022445386953221475
C_49123_599.2659mz_9.16min_13872_,0.0223783001770965
C_16707_271.1902mz_15.46min_3685_,0.023033190225086445
C_12918_189.6012mz_13.74min_83473_,0.02329801822480327
C_8357_291.1567mz_11.97min_32692_,0.02424978563972874
C_25427_125.0347mz_2.90min_8885_,0.018565817080041132
C_673_223.0407mz_1.59min_37728_,0.022285686164022104
C_16754_293.1726mz_15.48min_18879_,0.0237382154055736
C_24074_145.1087mz_2.47min_8512_,-0.02148727208116717
C_50923_431.1939mz_9.61min_29348_,0.022324233146919028
C_1471_238.5582mz_1.86min_88377_,0.022827471853209186
C_7170_175.5854mz_11.57min_32852_,0.02316548788522363
C_2648_412.2260mz_10.19min_1306_,0.022157905590554024
C_8725_291.1564mz_12.10min_32755_,0.023940091735141247
C_38612_343.6772mz_6.60min_90277_,0.021445223226511836
C_48700_359.2652mz_9.05min_7167_,0.022947955566253477
C_49152_667.2516mz_9.16min_101772_,0.020411939538084758
C_23561_365.1551mz_2.37min_37880_,0.022598286649376038
C_2688_423.7183mz_10.19min_103244_,0.02284182363141907
C_16392_211.1693mz_15.28min_12689_,0.023507785555340426
C_46946_227.1388mz_8.59min_58793_,0.02127637108947817
C_33829_183.0415mz_5.52min_38143_,0.020661883506627832
C_28569_338.0859mz_3.49min_17200_,0.01902553349107818
C_12898_285.1587mz_13.73min_106885_,0.01730806536423792
C_2658_431.1991mz_10.19min_37759_,0.02248252880628333
C_12989_263.2003mz_13.77min_65749_,0.023633224389554165
C_22345_235.2014mz_2.12min_21404_,0.02261663275755521
C_26753_205.0900mz_3.03min_45572_,0.016650829875408467
C_15546_175.0752mz_14.92min_44252_,0.01918788236636897
C_12261_228.1594mz_13.47min_37519_,0.021755011470640497
C_27460_257.0598mz_3.21min_100371_,0.020658274964844424
C_40443_174.1490mz_6.99min_7442_,0.018140244400325523
C_38400_173.0445mz_6.55min_88955_,0.018459546582102644
C_27789_257.0599mz_3.31min_100455_,0.02056953525411635
C_33487_344.1558mz_5.40min_99216_,0.02180464441899568
C_8374_314.2320mz_11.97min_96774_,0.02374353564382311
C_35023_168.0648mz_5.74min_91442_,0.021434830139451695
C_49278_269.1497mz_9.19min_37826_,0.018621215565712793
C_763_175.0581mz_1.64min_11765_,0.01911863798983572
C_49355_384.2214mz_9.20min_22464_,-0.024288959078257014
C_6813_133.1012mz_11.44min_12022_,0.021205137573060057
C_40852_323.6832mz_7.08min_34873_,-0.017339215067950407
C_3960_452.2062mz_10.53min_37827_,0.022068130607381144
C_40349_202.1437mz_6.97min_101653_,0.02028975076838551
C_43418_301.1759mz_7.72min_90285_,0.020968143910305263
C_8186_195.0901mz_11.90min_97273_,0.023310203041131027
C_7869_928.7985mz_11.80min_82418_,0.021914102107940633
C_42402_397.1188mz_7.42min_55090_,0.016783741610964593
C_16723_196.0987mz_15.46min_53339_,0.0235615693231701
C_14047_174.0854mz_14.18min_106854_,0.023466626264885236
C_39055_401.6643mz_6.68min_76091_,0.01978176410494099
C_28395_197.5545mz_3.43min_30652_,0.021635773652295156
C_2680_431.6992mz_10.19min_90275_,0.021870098743116684
C_1141_360.1495mz_1.77min_38446_,0.015891019747985628
C_7121_184.5909mz_11.55min_87650_,0.021242333459012965
C_19759_243.5832mz_17.41min_99185_,0.023086523857240332
C_36808_160.0967mz_6.23min_51949_,0.02095461706883203
C_22252_190.5469mz_2.10min_11889_,0.023254046878071713
C_15340_312.2166mz_14.81min_76063_,0.024213255602962756
C_4927_419.2152mz_10.89min_14227_,0.019963250788208264
C_14910_207.1378mz_14.54min_18919_,0.023132533822913998
C_7184_321.7307mz_11.57min_79753_,0.02187782610064034
C_28166_216.1340mz_3.39min_13865_,0.02136170544611352
C_51604_310.0993mz_9.80min_83466_,0.019587480105293844
C_2157_439.1927mz_10.04min_38121_,0.021534368598983483
C_38381_270.1570mz_6.55min_55394_,-0.016115776714349987
C_7801_273.1604mz_11.78min_90654_,0.016912536366960666
C_8700_174.5777mz_12.09min_54237_,0.021284794549448652
C_2670_434.7098mz_10.19min_68371_,0.021795332795742774
C_1156_523.1286mz_1.77min_98441_,0.020635658918895183
C_7861_928.6333mz_11.80min_62436_,0.021381134153592087
C_22339_300.1288mz_2.12min_9623_,0.022174794050618882
C_2649_423.2175mz_10.19min_3657_,0.02201439890175769
C_15471_211.1692mz_14.89min_7316_,0.023613580116657762
C_7284_174.0560mz_11.60min_99155_,0.0202958648937563
C_3610_453.6690mz_10.43min_814_,0.019458603762256114
C_16717_316.2480mz_15.46min_44057_,0.02391198146958938
C_4940_343.7440mz_10.89min_55091_,0.02217847954310126
C_37430_252.1607mz_6.35min_51220_,-0.018517818935856984
C_24003_145.1071mz_2.45min_50364_,-0.018768501685089905
C_908_381.0788mz_1.69min_35018_,0.01626205511944533
C_3655_473.1444mz_10.43min_91291_,0.020920296268522234
C_51230_316.0926mz_9.69min_81323_,0.01876709410716868
C_26916_493.2002mz_3.06min_37723_,0.018692294625018164
C_41021_359.6719mz_7.12min_90336_,0.01368485251502914
C_51670_462.6742mz_9.83min_13764_,0.020554931912653864
C_2676_446.7031mz_10.19min_77469_,0.02189015554501209
C_6511_175.0706mz_11.33min_97035_,0.020287883919018743
C_22341_179.0389mz_2.12min_11766_,0.022864914606210426
C_22523_279.1918mz_2.16min_28544_,0.023258114316760274
C_6912_338.2404mz_11.47min_91807_,0.019335464606821687
C_6608_409.2191mz_11.36min_106861_,0.022325601661511978
C_50823_518.2901mz_9.58min_51459_,0.022023849598027948
C_7867_929.2993mz_11.80min_76449_,0.021423737323211258
C_46576_514.2511mz_8.52min_13923_,0.020675996630991456
C_31880_316.0491mz_4.76min_100365_,0.017369422690122115
C_7852_928.9669mz_11.80min_34003_,0.022367065228834207
C_14851_291.1569mz_14.51min_32712_,0.022685233059386235
C_4680_419.1777mz_10.79min_91713_,0.01865654319201752
C_16725_216.6123mz_15.46min_76389_,0.023053866542015217
C_6732_168.5777mz_11.41min_64407_,0.02165497735173396
C_45330_535.2742mz_8.20min_90294_,0.0210695636367899
C_15287_252.1956mz_14.77min_100485_,0.02200243889509474
C_7321_147.1168mz_11.62min_9852_,0.021978712843972386
C_42548_267.5043mz_7.46min_57592_,-0.0214195746689593
C_28210_360.0631mz_3.39min_71214_,0.013655121749681115
C_42388_793.2294mz_7.42min_16984_,0.014297123707099093
C_19761_181.1586mz_17.42min_6854_,0.022306701097602834
C_7455_186.5832mz_11.65min_98360_,0.022723166238142224
C_5490_687.3196mz_11.02min_91716_,0.019378167959282502
C_42120_216.1230mz_7.35min_42814_,0.01720619880945436
C_23536_337.1101mz_2.37min_9755_,0.01760565217405529
C_16353_238.1882mz_15.25min_97194_,0.020386439914914924
C_39413_396.1401mz_6.76min_29265_,0.01954942512903486
C_19775_189.0800mz_17.42min_99128_,0.01894743040207326
C_6507_174.5694mz_11.33min_78883_,0.020770417027628787
C_2639_337.0796mz_10.18min_79711_,0.02043152785301934
C_29564_157.0239mz_3.85min _100372_URACIL 5-CARBOXYLATE),0.015709071541033716
C_11705_289.2015mz_13.24min_106081_,0.021871916737526
C_8429_278.1810mz_11.99min_91652_,0.02162798062447529
C_43283_297.6754mz_7.68min_97021_,0.021651435951282782
C_7868_196.0987mz_11.80min_79239_,0.02327398236466134
C_16729_196.6005mz_15.46min_95117_,0.023380979635095507
C_22305_181.5416mz_2.11min_14039_,0.023222484206276907
C_8057_251.1638mz_11.87min_19538_,0.020181676697790817
C_40253_137.5468mz_6.95min_90306_,0.022620690692795854
C_24326_317.1814mz_2.53min_37887_,0.02024321708649447
C_43275_297.1737mz_7.68min_76266_,0.02258470865874152
C_44929_301.1762mz_8.09min_90284_,0.020596083684878554
C_28660_184.0948mz_3.52min_16449_,0.019216996759519673
C_6140_162.5594mz_11.22min_37972_,0.020623631612412634
C_26936_140.5386mz_3.07min_7201_,0.01694623210591514
C_42579_359.2017mz_7.47min_39922_,-0.02254361133717413
C_36330_129.0440mz_6.11min_65300_,0.018728559920176434
C_723_191.0312mz_1.62min_11823_,0.019586764856909307
C_17103_183.0910mz_15.67min_43981_,0.023447035537227327
C_49366_383.7217mz_9.20min_47521_,-0.02403567044118695
C_7747_273.1727mz_11.76min_87303_,0.019421366511591247
C_17115_209.1536mz_15.68min_3515_,0.022947165593333468
C_20288_247.0760mz_17.76min_99405_,0.022364157222728304
C_3611_928.3121mz_10.43min_1072_,0.019129297790076907
C_17958_179.1430mz_16.08min_7754_,0.0228057892881096
C_12680_277.1411mz_13.65min_81400_,0.02193047747961626
C_26865_182.1027mz_3.05min_54274_,0.014889061638541876
C_39893_316.0483mz_6.87min_44035_,0.017297215620404045
C_19746_366.1587mz_17.40min_72657_,0.02305940421910509
C_45329_401.2401mz_8.20min_90291_,0.022554586630115128
C_17157_210.1568mz_15.69min_104086_,0.023407607671710216
C_37377_252.1637mz_6.34min_21618_,-0.020012366048214537
C_50119_469.1751mz_9.38min_22199_,-0.023641848004557854
C_7390_211.1328mz_11.64min_6934_,0.022275541892471332
C_28060_140.0341mz_3.38min_391_,0.019182672735706865
C_11480_257.2108mz_13.16min_44000_,0.022222723891862604
C_8844_278.1812mz_12.13min_91653_,0.02051481144510292
C_3630_452.6713mz_10.43min_47996_,0.019923118372339725
C_17129_174.5873mz_15.68min_83306_,0.02281006634858688
C_33500_203.5556mz_5.41min_99571_,0.020027820727527765
C_39969_131.0704mz_6.88min _14248_3-METHYL-2-OXOVALERATE),0.018186013541467698
C_6518_306.1010mz_11.33min_105401_,0.021084324867953943
C_20278_168.0859mz_17.76min_40160_,0.02258668615496367
C_1394_176.5621mz_1.84min_90264_,0.021109696253011526
C_17098_227.1640mz_15.67min_7786_,0.02343891447377412
C_15537_193.1586mz_14.92min_7327_,0.023157277487203944
C_24067_335.0939mz_2.47min_6871_,0.011727365945547422
C_50795_518.6249mz_9.57min_79765_,0.02131443655118844
C_17937_162.1356mz_16.06min_100973_,0.02188232262595029
C_16769_189.1090mz_15.48min_83304_,0.021892137306664197
C_2660_479.1924mz_10.19min_44858_,0.019409194568650746
C_8088_328.7388mz_11.88min_13924_,0.021455147376157474
C_7218_219.1379mz_11.59min_4247_,0.020184104346128467
C_50929_319.1377mz_9.61min_45670_,-0.019863221409417924
C_51658_481.6474mz_9.82min_62396_,0.020926266428221593
C_10155_708.8807mz_12.64min_100779_,0.017603384654289914
C_6516_227.1277mz_11.33min_103545_,0.02042778512143511
C_1389_153.5595mz_1.84min_54142_,0.02101832391267739
C_20311_235.0754mz_17.77min_99113_,0.02352901458603938
C_8492_277.1776mz_12.02min_27280_,0.020585237124619158
C_6939_145.5566mz_11.48min_99467_,0.022008442261450944
C_25131_238.1541mz_2.82min_81226_,0.018568992675415025
C_13229_209.1536mz_13.86min_72569_,0.022021643846457398
C_20310_166.5566mz_17.77min_99015_,0.023434632456102684
C_19751_201.6066mz_17.41min_7589_,0.021772262411855096
C_15481_165.5780mz_14.89min_54185_,0.023216299600745022
C_6840_163.5674mz_11.44min_100465_,0.0228074158768157
C_20267_162.1356mz_17.75min_101104_,0.023198494694268577
C_30722_222.0191mz_4.28min_82281_,0.01562364352667297
C_45323_257.6509mz_8.20min_81725_,0.021570421800031048
C_1289_352.1169mz_1.81min_54127_,0.019127507691831153
C_43832_360.8978mz_7.82min_90279_,0.016878337975151245
C_15505_186.6016mz_14.90min_72508_,0.02324212289812683
C_26853_249.0281mz_3.05min_25004_,0.017658205553402216
C_25509_352.7060mz_2.92min_17550_,-0.018382277454810407
C_12925_209.1536mz_13.75min_7481_,0.02308202811993547
C_14881_195.0903mz_14.52min_100457_,0.021886307981614787
C_50358_481.2290mz_9.46min_10515_,-0.020934962083666048
C_44152_244.1544mz_7.90min_47876_,0.02141883492077419
C_2662_479.6942mz_10.19min_52388_,0.020226398155953233
C_7479_344.2544mz_11.66min_74755_,0.023021070043537595
C_14941_194.0933mz_14.55min_101400_,0.020894956796288323
C_11629_196.0987mz_13.21min_87629_,0.022456235526507377
C_6716_189.5924mz_11.40min_94284_,0.02142606527401959
C_7673_175.5854mz_11.73min_54258_,0.023272307002476962
C_16724_175.5853mz_15.46min_54262_,0.02288285547504369
C_27069_120.0258mz_3.10min_45938_,0.013823566654177681
C_40163_126.0389mz_6.93min_51578_,0.020563793361017536
C_17980_364.1431mz_16.08min_98798_,0.023389118382051786
C_22292_307.0882mz_2.10min_91920_,0.021410504810399432
C_49358_388.4619mz_9.20min_33764_,0.018811090732403037
C_16726_272.1950mz_15.46min_89104_,0.020933071668666894
C_6561_628.2966mz_11.35min_75020_,-0.016222744308660938
C_17997_201.1013mz_16.09min_76458_,0.0214510357171519
C_15249_211.1693mz_14.75min_38112_,0.02250856745674861
C_17139_253.1797mz_15.69min_33606_,0.02162614140298184
C_1084_551.1333mz_1.75min_52320_,0.017951569350108165
C_8452_292.1587mz_12.00min_99256_,0.0227614891832451
C_11191_256.6035mz_13.06min_87640_,0.022658644564326855
C_27004_124.5256mz_3.08min_37930_,0.013332928998989227
C_50882_229.0785mz_9.60min_34862_,-0.019504049880416558
C_6480_174.0675mz_11.33min_9406_,0.020235488725583024
C_23119_434.9731mz_2.28min_76446_,0.02053311482938523
C_49321_517.6128mz_9.19min_81372_,0.019273004848148822
C_49348_383.2198mz_9.20min_532_,-0.02366031754677759
C_17107_306.1375mz_15.67min_80618_,0.023341768254217507
C_47939_308.1094mz_8.85min_91386_,0.018509375957633002
C_38986_220.1544mz_6.67min_14106_,0.01611795394991378
C_17117_174.0856mz_15.68min_19024_,0.02305219687865542
C_15550_184.6090mz_14.92min_62902_,0.0163161978261994
C_11720_343.2110mz_13.25min_65592_,0.020457762163810702
C_17113_153.5720mz_15.67min_100444_,0.022120074847665018
C_26070_309.0813mz_2.99min_52592_,0.019429989087787116
C_3614_472.6426mz_10.43min_2451_,0.01856407519952618
C_22539_280.1954mz_2.16min_90351_,0.02130671023308467
C_18908_392.2767mz_16.71min_32475_,-0.019392849979074447
C_15586_334.1989mz_14.94min_62957_,0.0216082816784305
C_25135_146.5570mz_2.82min_100533_,0.01792301184187397
C_3653_926.3156mz_10.43min_83459_,0.01915010639286258
C_38396_186.1317mz_6.55min_77869_,0.01844507605385352
C_975_382.0822mz_1.71min_72488_,0.016430598291870664
C_9028_291.1560mz_12.21min_103273_,0.022812538036069405
C_15507_195.6075mz_14.90min_80546_,0.02310740916759029
C_28343_176.0917mz_3.42min_9121_,0.014595657849072458
C_45961_489.2555mz_8.38min_19783_,-0.017572672943262882
C_14824_225.1485mz_14.49min_100510_,0.0224735782490491
C_14940_193.5913mz_14.55min_100576_,0.0232822180834894
C_51901_474.6536mz_9.89min_81378_,0.018869387700084662
C_27230_165.0757mz_3.14min_55071_,0.009509538188741801
C_25102_236.1492mz_2.82min_1653_,0.015339409386600516
C_46181_507.2434mz_8.43min_9578_,0.019789406836151928
C_9888_158.0724mz_12.54min_105537_,0.02049435000957174
C_20312_300.1553mz_17.77min_99137_,0.023782722752828212
C_8182_842.3802mz_11.90min_91836_,0.017441061321094232
C_21995_281.0864mz_2.04min_38476_,0.02014976596108697
C_10610_271.1903mz_12.82min_52040_,0.02275297113224304
C_11556_253.1797mz_13.19min_19540_,0.022337282712066548
C_14923_269.1746mz_14.55min_32709_,0.017863290984886007
C_5568_180.5874mz_11.04min_105539_,0.02296041833508399
C_13324_255.1587mz_13.90min_37791_,0.021531328593604255
C_25115_237.1527mz_2.82min_39248_,0.016412119229153834
C_17118_194.5990mz_15.68min_19241_,0.023026030212613638
C_20272_197.1536mz_17.76min_3577_,0.022248004327679816
C_45360_391.7181mz_8.21min_80075_,-0.02296498332098623
C_20287_257.1534mz_17.76min_98323_,0.023026925621012342
C_6869_154.5620mz_11.46min_38007_,0.020630064693031316
C_6804_211.1328mz_11.44min_2718_,0.021945703897060295
C_7706_184.5909mz_11.74min_87717_,0.022691854336293966
C_3634_951.3868mz_10.43min_52478_,0.017704743441011507
C_16333_254.1831mz_15.24min_69940_,0.0233585539053433
C_17957_161.1324mz_16.08min_7550_,0.020086130995920916
C_22335_265.0917mz_2.12min_3900_,0.015803707960617176
C_8556_188.1009mz_12.04min_39404_,0.019217954565527412
C_37187_359.0878mz_6.30min_83535_,0.014492701216203299
C_9072_174.5777mz_12.24min_54293_,0.018609420367394106
C_16214_253.1797mz_15.19min_8566_,0.02232294472866059
C_20308_220.0646mz_17.77min_98897_,0.023465374706367517
C_51459_453.1965mz_9.76min_55104_,0.021332910618416787
C_3975_899.3570mz_10.53min_83556_,0.02050140858884857
C_23255_173.5077mz_2.31min_101531_,0.01830908925354132
C_50932_363.1005mz_9.61min_69826_,-0.01749864770276444
C_35325_245.1496mz_5.81min_11456_,0.020632065220072698
C_51211_202.0623mz_9.69min_14577_,-0.02026419697466309
C_10994_271.1903mz_12.97min_51918_,0.022357916745030116
C_12215_273.1694mz_13.45min_26249_,0.02257429854708346
C_26735_131.5336mz_3.03min_7476_,0.014002315089482034
C_8993_314.2323mz_12.20min_85739_,0.022453125092177676
C_3763_609.3841mz_10.47min_43967_,0.021967511278532015
C_9651_291.1563mz_12.46min_74778_,0.019545448918114293
C_20313_181.5904mz_17.77min_99184_,0.02297887926389758
C_8825_277.1776mz_12.13min_27301_,0.019770444550286856
C_15266_336.2527mz_14.76min_58392_,-0.019590655552261006
C_9556_188.1008mz_12.42min_97595_,0.019306189119490804
C_7741_147.1169mz_11.76min_57109_,0.017749576714085138
C_16731_314.2325mz_15.46min_106214_,0.021649183022071403
C_6783_291.1566mz_11.43min_14068_,0.020392176063645427
C_19128_167.5875mz_16.81min_72543_,0.022700400701493036
C_4903_269.1500mz_10.87min_98678_,0.02065969134457063
C_26433_287.2366mz_22.69min_91758_,0.013875421283293792
C_6500_250.1127mz_11.33min_62545_,0.020909081560755976
C_1318_272.1337mz_1.82min_22136_,0.01717787040664342
C_20293_137.1325mz_17.77min_4262_,0.02177560959635384
C_6866_253.1797mz_11.46min_24204_,0.017397309529940074
C_50204_391.2202mz_9.41min_68346_,0.019584934447147973
C_16317_187.0935mz_15.23min_54167_,0.02286293692884519
C_9796_135.1168mz_12.52min_9776_,0.020219969573101057
C_26862_184.0495mz_3.05min_44137_,0.0133337003538897
C_6955_188.1020mz_11.49min_46719_,0.02029467014416731
C_39855_95.0496mz_6.86min_47486_,0.01842025136408462
C_6814_188.0832mz_11.44min_21630_,0.023276290535741945
C_7132_188.0832mz_11.56min_21446_,0.022816412068904546
C_20289_221.0601mz_17.76min_99509_,0.02182910251320522
C_36765_331.6713mz_6.22min_27792_,-0.01636132281545073
C_15513_308.1529mz_14.90min_100417_,0.022478828488745856
C_13678_345.2268mz_14.06min_13272_,0.020776331981324534
C_13661_328.2215mz_14.05min_63119_,0.0204794132129315
C_20283_179.0834mz_17.76min_81369_,0.023056526470603207
C_8247_167.5877mz_11.92min_85708_,0.022774546967271166
C_15572_196.1168mz_14.93min_62901_,0.01626289302916235
C_23137_211.0602mz_2.29min_11054_,0.01995335682047038
C_709_242.1232mz_1.61min_37751_,0.014348599581307658
C_18005_168.5777mz_16.09min_98735_,0.02234944510219441
C_21899_302.0758mz_2.02min_13742_,0.017329544402259343
C_16749_279.1930mz_15.48min_1423_,0.020281942838894604
C_12935_174.0855mz_13.75min_72580_,0.023175184021798183
C_36580_281.1130mz_6.18min_6551_,0.018003439380999096
C_15508_175.0934mz_14.90min_80555_,0.0223004406615848
C_45430_391.2169mz_8.23min_28645_,-0.023453221011894825
C_11420_239.2003mz_13.13min_27480_,0.02145320918767463
C_1035_519.1770mz_1.73min_40997_,0.017359196953376007
C_50630_448.1974mz_9.53min_42577_,0.0206757561048963
C_3639_464.6593mz_10.43min_62334_,0.018601590945297942
C_7742_182.5752mz_11.76min_61298_,0.0187856539346466
C_42143_217.1281mz_7.35min_102043_,0.01714457772326254
C_6600_188.1009mz_11.36min_77991_,0.0225718144825766
C_6802_327.7305mz_11.43min_101047_,0.022780680992069653
C_33725_266.4998mz_5.50min_52377_,0.022019904082942705
C_20266_249.0898mz_17.75min_99004_,0.022141606380633498
C_9406_314.2322mz_12.37min_95275_,0.021303312955858755
C_19139_250.5906mz_16.81min_95161_,0.023292471926320765
C_12971_210.1567mz_13.76min_104575_,0.02336211231739769
C_19149_334.1684mz_16.82min_32775_,0.023169172326177198
C_8956_167.5876mz_12.18min_101522_,0.022219017465536787
C_19137_350.1420mz_16.81min_95142_,0.02182858122461832
C_6836_134.1045mz_11.44min_97620_,0.02154629889261493
C_41300_183.5705mz_7.16min_96958_,0.018896621370850106
C_12944_185.5938mz_13.75min_100397_,0.021919984801843605
C_23120_156.5287mz_2.28min_78394_,0.016807541139258152
C_50792_290.0871mz_9.57min_69769_,-0.02175575229898428
C_12943_194.5990mz_13.75min_100381_,0.022067428607299776
C_9208_255.1954mz_12.30min_52588_,0.021975760224975893
C_17961_222.1569mz_16.08min_37858_,0.02203833769044895
C_41567_306.1521mz_7.23min_101521_,0.019594423986797196
C_19118_277.1777mz_16.81min_27186_,0.022618886518233773
C_4405_403.2202mz_10.69min_1195_,0.021163165014345713
C_26695_265.0004mz_3.02min_37882_,0.014870766178125768
C_45333_257.1493mz_8.20min_106048_,0.021545411095569338
C_42370_458.2562mz_7.41min_91924_,-0.014410919248164978
